time,pos_x1,pos_y1,pos_z1,yaw1,pos_x2,pos_y2,pos_z2,yaw2
0,-0.3816943359375,0.17190924072265626,0.021614727020263673,0.0386872861990601,-0.3403440856933594,-0.6104020385742187,0.025935871124267578,0.08448664055684116
0.1024014949798584,-0.3818350830078125,0.17190359497070312,0.021692867279052733,0.040162133007650036,-0.3404048767089844,-0.6104251708984375,0.025997169494628908,0.08412212227165429
0.1940324306488037,-0.38483901977539064,0.17169923400878906,0.02585392951965332,0.0323189665262488,-0.340150146484375,-0.6099300537109374,0.028075782775878907,0.09585712525825363
0.31733179092407227,-0.4050583801269531,0.16201901245117187,0.052855335235595706,0.013974501649702938,-0.3296771850585937,-0.5983272705078125,0.052631317138671876,0.15930201718467127
0.4095163345336914,-0.4523811950683594,0.13680020141601562,0.09051872253417968,-0.02652225152829812,-0.29152737426757813,-0.5627709350585938,0.09027132415771484,0.12725598248851655
0.5332860946655273,-0.5141450805664063,0.1050430908203125,0.12745509338378908,-0.04318030626055117,-0.23359906005859374,-0.5117975769042968,0.13255386352539061,0.11903085041351005
0.6246371269226074,-0.5825194702148437,0.07180288696289062,0.16471434020996092,-0.044081442594249884,-0.16448403930664063,-0.452945556640625,0.17960426330566406,0.11438561664217334
0.7481472492218018,-0.6532545776367188,0.04174570465087891,0.20465174865722657,-0.0429859210468976,-0.08943352508544922,-0.39002700805664064,0.23222378540039063,0.11266400232656816
0.8428342342376709,-0.7193845825195313,0.019660812377929687,0.24524299621582032,-0.03537931549284117,-0.017652412414550782,-0.33009542846679685,0.2861103210449219,0.10808672209794383
0.9676504135131836,-0.7795156860351562,0.007741730690002441,0.2855862121582031,-0.06145336138159408,0.0485708122253418,-0.2739014892578125,0.3399789733886719,0.10652414396543004
1.061108112335205,-0.8354888916015625,0.0030224218368530274,0.326633544921875,-0.029460450530122015,0.10984599304199219,-0.2205952606201172,0.39388482666015623,0.10139605307998112
1.1874775886535645,-0.89028125,0.0021675047874450686,0.36835772705078124,-0.040406022745898176,0.16780389404296875,-0.17033123779296874,0.4484761352539062,0.09442218056530345
