time,pos_x1,pos_y1,pos_z1,yaw1,pos_x2,pos_y2,pos_z2,yaw2
1730918915.0832536,-1.4322734375,-0.7180283813476562,0.014915806770324707,-0.07262968637419148,-1.5898955078125,0.5067559204101563,0.02621743392944336,0.09425477844122972
1730918915.1999252,-1.432468994140625,-0.7180751342773437,0.014879807472229004,-0.06655122877048235,-1.5899202880859375,0.5067648315429687,0.02630168914794922,0.0940905132181889
1730918915.3074338,-1.432258056640625,-0.7179423217773437,0.014966606140136719,-0.06983130405914616,-1.5899329833984375,0.5067566223144532,0.026321107864379883,0.09437494210165813
1730918915.4144347,-1.432257080078125,-0.717949951171875,0.01495439338684082,-0.07024097697846847,-1.5899088134765624,0.5067556457519531,0.026247217178344728,0.09434204429808077
1730918915.5224338,-1.432274658203125,-0.7181187133789062,0.014971121788024903,-0.07303698200996486,-1.5898929443359375,0.5067632446289062,0.026223094940185546,0.09447578043315284
1730918915.630388,-1.4322388916015625,-0.71794677734375,0.014969101905822754,-0.06935847744961349,-1.5899393310546874,0.5067427978515625,0.026282291412353515,0.09458523354774818
1730918915.7503917,-1.4322679443359374,-0.718095947265625,0.014979841232299805,-0.06862901846341417,-1.589968017578125,0.5067445678710938,0.02633082389831543,0.0940069627169153
1730918915.8516185,-1.4322388916015625,-0.7179403686523438,0.014985327720642089,-0.07015376056019078,-1.5900155029296874,0.5068940124511718,0.02628719139099121,0.09471020188561338
1730918915.9653027,-1.4326190185546874,-0.7182181396484375,0.019681352615356446,-0.08466104476410231,-1.5899940185546875,0.5068580322265624,0.026517995834350584,0.09430777149445774
1730918916.067545,-1.43365625,-0.7212777099609375,0.06302511978149414,-0.12191145470236152,-1.5921876220703124,0.5097264404296875,0.0560225830078125,0.07180971196261492
1730918916.167788,-1.433990966796875,-0.7254661865234375,0.10705279541015625,-0.13803341935198818,-1.59620703125,0.5141141357421875,0.10247517395019531,0.08541163824949698
1730918916.2998762,-1.43321875,-0.7313182983398437,0.15616740417480468,-0.14562162314628777,-1.59925048828125,0.5183235473632812,0.15693350219726562,0.09646075286081413
1730918916.4548805,-1.433143798828125,-0.7316653442382812,0.15896157836914063,-0.14563109567631594,-1.5995087890625,0.5189483642578125,0.16630662536621094,0.0976415935718054
1730918916.6009936,-1.42973388671875,-0.7419654541015624,0.2341670684814453,-0.14699677505056444,-1.598550537109375,0.5230576782226563,0.2549898986816406,0.10015626460454669
1730918916.7089887,-1.4257901611328125,-0.7501582641601563,0.29701861572265625,-0.1423045294498211,-1.593088623046875,0.5232173461914063,0.32681869506835937,0.10016260226754507
1730918916.8105748,-1.4212685546875,-0.7564533081054687,0.36447467041015624,-0.13713500587697,-1.5825098876953125,0.5191848754882813,0.4127702941894531,0.09946881602992418
1730918916.9116435,-1.41698828125,-0.7601487426757813,0.43765069580078125,-0.13628670957146782,-1.57248974609375,0.513301513671875,0.49339447021484373,0.0970668861585368
1730918917.0136142,-1.4129522705078126,-0.7616923217773437,0.5191142578125,-0.13451150414683175,-1.5605816650390625,0.5044029846191406,0.5983328857421875,0.1003180518080285
1730918917.1156416,-1.4101029052734375,-0.7603502807617187,0.597867431640625,-0.1318097024410781,-1.5516768798828124,0.4961729125976562,0.6774851684570312,0.10361923011847397
1730918917.2318642,-1.40907470703125,-0.7549271850585938,0.6732606201171875,-0.12263859641474804,-1.5420819091796876,0.4850237731933594,0.7622293090820312,0.10838204981744563
1730918917.3335176,-1.4109786376953124,-0.7448189086914062,0.736209716796875,-0.11708060457408309,-1.53645654296875,0.47641543579101564,0.8223241577148438,0.1066341505002876
1730918917.4348938,-1.415232177734375,-0.7324495849609375,0.7807628784179688,-0.11110764273002435,-1.53565380859375,0.47157241821289064,0.8618158569335937,0.10299931751514074
1730918917.5454202,-1.42095361328125,-0.7192369384765624,0.8128628540039062,-0.10950358676980576,-1.5387508544921875,0.4705062255859375,0.884259765625,0.09906102527716193
1730918917.6467786,-1.4288992919921875,-0.7038619384765625,0.8417344360351563,-0.11230289341858414,-1.5471934814453125,0.47339419555664064,0.90492431640625,0.09374463408201547
1730918917.7481053,-1.4370767822265624,-0.6897352905273437,0.8672993774414063,-0.11493028426911776,-1.5587998046875,0.480416015625,0.9240684204101562,0.09265868835934044
1730918917.849166,-1.4462257080078125,-0.6749393310546875,0.9036668701171875,-0.11631027305377148,-1.577338134765625,0.494037841796875,0.9582760620117188,0.09742486481701408
1730918917.9498205,-1.4511312255859374,-0.6672478637695313,0.9404527587890625,-0.11772345034783846,-1.5941513671875,0.5078823547363281,1.0018505859375,0.10229589542730838
1730918918.060391,-1.452493408203125,-0.6646741333007813,0.98811962890625,-0.11735617732084844,-1.6092972412109374,0.521723876953125,1.05842236328125,0.1097287952863379
1730918918.162129,-1.4486854248046874,-0.6685193481445313,1.0462645263671875,-0.1229375463589239,-1.621515869140625,0.5342911376953124,1.1355941162109375,0.11419309003239402
