time,pos_x1,pos_y1,pos_z1,yaw1,pos_x2,pos_y2,pos_z2,yaw2
1730918792.245286,-1.5200843505859376,-0.71503857421875,0.015488067626953124,0.002948313927915885,-1.5146939697265625,0.46849240112304685,0.025681358337402344,0.038499685116784234
1730918792.3524053,-1.519880859375,-0.7148816528320312,0.015570561408996582,-0.0014371049079169949,-1.5146705322265626,0.46850167846679686,0.02566038513183594,0.03900080811853536
1730918792.4614289,-1.5198623046875,-0.7148898315429687,0.01553859806060791,-0.0012564187888442228,-1.5147001953125,0.46848263549804686,0.02568514060974121,0.038632609619821165
1730918792.5714073,-1.5198740234375,-0.7148843994140625,0.015550259590148927,-0.0009271468445567607,-1.514708251953125,0.468496826171875,0.025696828842163087,0.03874652926591803
1730918792.6851647,-1.5198709716796874,-0.7148873291015625,0.015530695915222168,-0.0012966472582673877,-1.514720458984375,0.468474853515625,0.025699640274047853,0.03890588813390509
1730918792.8338747,-1.519869140625,-0.714875,0.015522441864013671,-0.0012937730130692744,-1.514668701171875,0.46850970458984376,0.025659133911132812,0.038620037369748214
1730918792.9350986,-1.5198765869140625,-0.7148648681640625,0.015536714553833007,-0.0010732538042629814,-1.514707275390625,0.46849774169921876,0.025704362869262695,0.03841085966052962
1730918793.0364711,-1.519856201171875,-0.7148950805664063,0.015571907997131347,-0.001273580925295461,-1.5147286376953124,0.4688040466308594,0.025625484466552734,0.035816631077204925
1730918793.1383727,-1.51975537109375,-0.7148988647460938,0.016814510345458986,-0.01085993815143381,-1.5146900634765625,0.468500244140625,0.026206914901733398,0.03503455970845752
1730918793.2402945,-1.51978466796875,-0.7161453247070313,0.03484525299072266,-0.0376075127633478,-1.514878662109375,0.4693389892578125,0.039696739196777346,0.009344305448247736
1730918793.3556223,-1.5206888427734375,-0.7204212646484375,0.08258852386474609,-0.07465330560267344,-1.5168466796875,0.471153564453125,0.08289693450927735,0.008003270674738775
1730918793.4695296,-1.5204901123046874,-0.7308681030273437,0.15688381958007813,-0.09395220206131284,-1.516966552734375,0.4717693786621094,0.1706389923095703,0.013574176295138126
1730918793.5706298,-1.519947021484375,-0.740591064453125,0.21189564514160156,-0.09210398631687249,-1.5132796630859375,0.470280517578125,0.2298138885498047,0.019106163208679305
1730918793.6725898,-1.5181251220703125,-0.7548905639648438,0.2914619445800781,-0.09090547874927835,-1.50292236328125,0.46593701171875,0.3285260925292969,0.029935077407810737
1730918793.7743216,-1.5159476318359375,-0.7659799194335938,0.3527119140625,-0.08457295415817996,-1.4932008056640624,0.46187979125976564,0.3996691589355469,0.03573759269092848
