timestamp,pos_x1,pos_y1,pos_z1,yaw1,pos_x2,pos_y2,pos_z2,yaw2
0.0,0.3367063293457031,0.2482299041748047,0.024588451385498047,0.1139877104751249,-0.21676388549804687,-0.25369953918457033,0.026979938507080078,0.15128251665184259
0.06836724281311035,0.3366695861816406,0.24823912048339844,0.024681081771850587,0.1131068521956806,-0.21686297607421876,-0.2537198028564453,0.026985715866088868,0.15187318798325067
0.12991547584533691,0.3366548156738281,0.24826094055175782,0.02478497886657715,0.11033760078403955,-0.21686199951171875,-0.25369837951660157,0.02704620933532715,0.15247053177634168
0.19282197952270508,0.3360932922363281,0.24824765014648437,0.025757102966308593,0.11648691114812648,-0.2165830078125,-0.25337757873535155,0.027449071884155272,0.1646197319793291
0.2547628879547119,0.3330437316894531,0.24652975463867188,0.03325573348999023,0.10949282414586278,-0.21444294738769532,-0.25089627075195314,0.03410588836669922,0.17272418250551652
0.3148324489593506,0.3245535888671875,0.24057797241210938,0.048982219696044924,0.10028895331071637,-0.20624578857421874,-0.24376220703125,0.05029188919067383,0.21800779807313145
0.37782883644104004,0.3082915954589844,0.2289122772216797,0.07057022094726563,0.0752826522705973,-0.18919000244140624,-0.23026629638671875,0.0712966537475586,0.20559735107126562
0.43913769721984863,0.2820254211425781,0.210409912109375,0.09709841156005859,0.05933067395650298,-0.16040260314941407,-0.20892469787597656,0.09618537139892579,0.20598305605462752
0.5008392333984375,0.251102294921875,0.18928286743164063,0.12216134643554688,0.04820959600153466,-0.12772612762451171,-0.18681503295898438,0.12225572204589844,0.20196978807702837
0.5617661476135254,0.21554832458496093,0.16556268310546876,0.14714938354492188,0.036463280238955065,-0.09013697052001954,-0.16094532775878906,0.14864442443847656,0.20036992603381373
0.6238393783569336,0.173496826171875,0.13858700561523438,0.17434288024902345,0.03062822081754693,-0.04719135665893555,-0.13336009216308595,0.17889582824707032,0.19251160289693953
0.6862683296203613,0.13322760009765625,0.11381342315673829,0.1996517791748047,0.02994861758720771,-0.007564701557159424,-0.1096654052734375,0.2080637969970703,0.1930340517092322
0.748720645904541,0.08967539215087891,0.08867989349365234,0.22737654113769531,0.025866877480838695,0.03457730865478516,-0.0859073486328125,0.23990054321289062,0.19173839557581768
0.8112993240356445,0.05072860717773438,0.06770768737792969,0.2527378387451172,0.02641798505194206,0.07172653961181641,-0.06662216186523437,0.26924111938476564,0.18784679611361738
0.8737072944641113,0.010730610847473145,0.04755770492553711,0.2798431701660156,0.027532621086631653,0.10952853393554687,-0.04849581527709961,0.3001557312011719,0.18505576385678021
0.9363899230957031,-0.023834495544433593,0.03182123565673828,0.304082275390625,0.026402808318355703,0.14195783996582031,-0.03444454574584961,0.3279112548828125,0.18333781084711792
0.9987976551055908,-0.05864738845825195,0.01803757095336914,0.33007177734375,0.023175506489464287,0.17448062133789063,-0.022228385925292967,0.3577436828613281,0.18010778786225334
1.0605781078338623,-0.08887127685546875,0.00858481216430664,0.3549924621582031,0.023002024416353038,0.20272390747070312,-0.013705363273620605,0.38552001953125,0.1784641165719817
1.12327241897583,-0.12005371856689454,0.001415671706199646,0.38347525024414064,0.02391337801103449,0.2320789794921875,-0.0068948397636413574,0.4161960144042969,0.17522694964824947
1.1854326725006104,-0.14764996337890626,-0.002831290245056152,0.41090322875976565,0.020895202436515506,0.25873828125,-0.0023142545223236084,0.44497152709960935,0.17155095122081424
1.2484524250030518,-0.17701385498046876,-0.005237432003021241,0.441231689453125,0.020182336348498555,0.28779116821289064,0.0012078526020050048,0.476651123046875,0.16813959030992398
1.3114030361175537,-0.204363525390625,-0.0063491792678833005,0.46997781372070313,0.024772162804499592,0.3152823181152344,0.0036307730674743654,0.506192138671875,0.1669018745103719
1.3732595443725586,-0.231906005859375,-0.006636515617370605,0.49900762939453125,0.031415262588226536,0.34372769165039063,0.005484861373901367,0.535984130859375,0.1635648748526148
1.4349515438079834,-0.26225830078125,-0.006000536918640137,0.5304102172851562,0.017467222674035304,0.3758568115234375,0.0071580162048339845,0.5681912231445313,0.16128319338679128
1.4973986148834229,-0.29160662841796875,-0.006535038948059082,0.5604864501953125,0.032774839801422054,0.40669708251953124,0.008566614151000976,0.5979215698242187,0.1587807089246048
1.558379888534546,-0.32088522338867187,-0.0053743009567260745,0.5899924926757812,0.032394473284615706,0.4386768493652344,0.009899029731750488,0.6276845092773438,0.1603245213763868
1.6193506717681885,-0.3540856018066406,-0.005393269538879394,0.623064208984375,0.021892629991763956,0.4744341735839844,0.011233061790466308,0.6601504516601563,0.1599155093985916
1.680605411529541,-0.38526837158203125,-0.0051355805397033695,0.6536436157226563,0.02393354479809222,0.5083842163085938,0.012376903533935547,0.6902803344726562,0.16007838291224327
1.7421422004699707,-0.41698382568359377,-0.005121996402740478,0.6842928466796875,0.027346767001050667,0.5428798828125,0.01357917594909668,0.7205466918945312,0.15961903009029854
1.802797794342041,-0.45187933349609377,-0.005581684589385986,0.7174644165039062,0.03266380893015902,0.5807689208984375,0.014871920585632324,0.75340185546875,0.16155767205579716
1.8645741939544678,-0.48427725219726564,-0.006271502494812012,0.7479580688476563,0.0379582266856719,0.6160569458007813,0.01607940101623535,0.7840149536132812,0.160569858688719
1.925666332244873,-0.5166506958007813,-0.007140524387359619,0.77789111328125,0.04131618287630556,0.65133251953125,0.017165853500366212,0.81490185546875,0.1606083054427238
1.9873161315917969,-0.5489489135742187,-0.00807026481628418,0.80758984375,0.04474981433022801,0.6866699829101562,0.01808756637573242,0.8460662841796875,0.1604799138632548
2.0503129959106445,-0.5837340087890625,-0.009124662399291992,0.8393505859375,0.04694621510220892,0.7247316284179688,0.01887715721130371,0.8799246826171875,0.15879364516903777
2.1131722927093506,-0.6179976196289062,-0.010221489906311035,0.8711060791015625,0.04828743109620285,0.7626502685546875,0.019436609268188475,0.9139478149414062,0.15744165515938027
2.176710367202759,-0.6492792358398437,-0.01122315788269043,0.9010938720703126,0.04952844950676102,0.797436767578125,0.019811315536499022,0.9455040893554687,0.15441037679239253
2.2394473552703857,-0.682673828125,-0.012179856300354003,0.9344943237304687,0.04839828283422117,0.8353905639648438,0.020067359924316405,0.979759765625,0.14065678708139204
